 date,TRACKING,UPC,ITEM,QTY,单价,,fee,,
,,,ps4 superhero,4,,,,,
,420197019274899998160771962364,,swith superhearo,2,,,,,
,420197019274899998160771792510,,lego super hero2 deluxe,2,,,,,
,420197019274899998160771820428,,lego super hero2 deluxe,2,,,,,
,420197019405511898666800787194,,xboxone superhero,2,,,,,
,420197019261299998160772583357,,xboxone superhero,4,,,,,
,420197019405511898666808698942,,lego super hero2 deluxe,1,,,,,
,420197019405511898666800134479,,ps4 superhero,1,,,,,
,420197019405511898666800125415,,swith lego city,2,,,,,
,420197019274899998160771963385,,swith superhearo,2,,,,,
,420197019261299992573347714098,,ps4,1,,,,,
,420197019261299992573347714302,,ps4,1,,,,,
,420197019261299998160771795478,,xboxone superhero,4,,,,,
,,,ps4 superhero,4,,,,,
,420197019261299998160771828992,,lego super hero2 deluxe,5,,,,,
,420197019261299990347339100839,,ps4,3,,,,,
,420197019405511898666808652647,,swith superhearo,2,,,,,
,420197019274899998160771960346,,swith superhearo,2,,,,,
,420197019261299998160771827933,,xboxone superhero,4,,,,,
,,,ps4 superhero,4,,,,,
,420197019274899998160771960582,,swith superhearo,2,,,,,
,420197019361289681090305997814,,phili hue,3,,,,,
,,,ps4 persona5,3,,,,,
,,,swith ninjago,3,,,,,
,,,ps4 ninjago,3,,,,,
,,,doorbell,1,,,,,
,420197019361289681090305890115,711719510215,ps4 pro 1tb white destiny,1,,,,,
,420197019274899998160771781460,,lego super hero2 deluxe,2,,,,,
,420197019261299998160771790527,,xboxone superhero,4,,,,,
,,,ps4 superhero,4,,,,,
,420197019274899998160771780937,,lego super hero2 deluxe,2,,,,,
,420197019374889681090270892080,,swith batman,3,,,,,
,420197019361289681090306974449,75020058720,philip sonicare siamond,3,,,,,
,420197019361289681090306570290,75020058836,philip sonucare,3,,,,,
,420197019261299998160771781150,,lego super hero2 deluxe,5,,,,,
,420197019361289681090306890282,75020058744,philip sonucare,3,,,,,
,420197019361289681090306501041,75020058720,philip sonicare siamond,3,,,,,
,420197019361289681090306890855,75020058720,philip sonicare siamond,3,,,,,
,420197019361289681090305910042,,xboxone superhero,3,,,,,
,,,ps4 superhero,3,,,,,
,420197019361289681090306571679,,ptd 210,2,,,,,
,,,swith rayman,3,,,,,
,,,ps4 persona5,3,,,,,
,,,swith ninjago,3,,,,,
,,,swith dragonball2,3,,,,,
,,,swith monpoly,3,,,,,
,,,xboxone superhero,3,,,,,
,,,ps4 superhero,3,,,,,
,420197019361289681090306340602,75020058751,philip sonicare pink,3,,,,,
,420197019361289681090306654129,,ptd 210,2,,,,,
,,,swith rayman,3,,,,,
,,,ps4 persona5,3,,,,,
,,,swith ninjago,3,,,,,
,,,swith monpoly,3,,,,,
,,,xboxone superhero,3,,,,,
,,,ps4 superhero,3,,,,,
,9612019244862661918290,,ps4,2,,,,,
,420197019361289681090307162197,,philip hue,3,,,,,
,,,ringdoor bell,1,,,,,
,420197019361289681090306369665,711719510215,ps4 pro 1tb white destiny,1,,,,,
,,,ptd 210,2,,,,,
,420197019361289681090306738713,,philip sonicare white,3,,,,,
,420197019361289681090306595330,,philip sonicare blk,3,,,,,
,420197019361289681090306935075,,philip sonicare white,3,,,,,
,420197019361289681090307152228,,philip sonicare purple,3,,,,,
,420197019374889681090270655609,47875877634,xboxone overwatch,3,,,,,
,420197019374889681090270709128,47875877634,xboxone overwatch,3,,,,,
,420197019374889681090271706225,,swith  rayman,2,,,,,
,420197019374889681090272023284,,swith  rayman,3,,,,,
,420197019361289681090306929432,711719510215,ps4 pro 1tb white destiny,1,,,,,
,9361289681090306099852,711719510215,ps4 pro 1tb white destiny,1,,,,,
,420197019361289681090306610279,711719510215,ps4 pro 1tb white destiny,1,,,,,
,,,ptd 210,2,,,,,
11/27,1Z4785W00391266012,,ptd 210,2,,,,,
,1Z4785W00391265942,,ptd 210,2,,,,,
,1Z4785W00391266558,,ptd 210,2,,,,,
,,,m325,3,,,,,
,1Z4785W00391265657,,ptd 210,2,,,,,
,1Z4785W00391266218,,ptd 210,2,,,,,
,1Z4785W00391250396,,ptd 210,2,,,,,
,1Z4785W00391266076,,ptd 210,2,,,,,
,1Z4785W00391250127,,ptd 210,2,,,,,
,1Z4785W00391250350,,ptd 210,2,,,,,
,1Z4785W00391266227,,ptd 210,2,,,,,
,1Z4785W00391265693,,ptd 210,2,,,,,
,1Z4785W00391250387,,ptd 210,2,,,,,
,1Z4785W00391250556,,ptd 210,2,,,,,
,1ZA1690V0350027880,,ptd 210,2,,,,,
,1Z4785W00391250430,,ptd 210,2,,,,,
,1z4785w00391266058,,ptd 210,2,,,,,
,1Z4785W00391265719,,ptd 210,2,,,,,
,1Z4785W00391250565,,ptd 210,2,,,,,
,1Z4785W00391265817,,ptd 210,2,,,,,
,1Z4785W00391250332,,ptd 210,2,,,,,
,1Z4785W00391250403,,ptd 210,2,,,,,
,1Z4785W00391249915,,ptd 210,2,,,,,
,1ZA1690V0350027540,,ptd 210,2,,,,,
,1Z4785W00391250341,,ptd 210,2,,,,,
,1Z4785W00391250378,,ptd 210,2,,,,,
,1Z4785W00391250261,,ptd 210,2,,,,,
,1Z4785W00391265648,,ptd 210,2,,,,,
,1Z4785W00391250412,,ptd 210,2,,,,,
,1Z4785W00391250485,,ptd 210,2,,,,,
,1Z4785W00391265666,,ptd 210,2,,,,,
,1ZA1690V0350027899,,ptd 210,2,,,,,
,1ZA1690V0350027988,,ptd 210,2,,,,,
,1Z4785W00391250574,,ptd 210,2,,,,,
,1Z4785W00391265915,,ptd 210,2,,,,,
,1Z4785W00391250323,,ptd 210,2,,,,,
,1Z4785W00391250047,,ptd 210,2,,,,,
,1Z4785W00391250136,,ptd 210,2,,,,,
,1Z4785W00391250207,,ptd 210,2,,,,,
,1Z4785W00391265639,,ptd 210,2,,,,,
,1Z4785W00391250305,,ptd 210,2,,,,,
,1Z4785W00391250243,,ptd 210,2,,,,,
,1Z4785W00391249979,,ptd 210,2,,,,,
,1Z4785W00391250065,,ptd 210,2,,,,,
,1Z4785W00391250458,,ptd 210,2,,,,,
,1Z4785W00391250252,,ptd 210,2,,,,,
,1Z4785W00391249951,,ptd 210,2,,,,,
,1Z4785W00391250163,,ptd 210,2,,,,,
,1Z4785W00391250038,,ptd 210,2,,,,,
,1Z4785W00391249942,,ptd 210,2,,,,,
,1Z4785W00391250074,,ptd 210,2,,,,,
,1Z4785W00391249997,,ptd 210,2,,,,,
,1Z4785W00391249862,,ptd 210,2,,,,,
,1Z4785W00391249853,,ptd 210,2,,,,,
,1Z4785W00391265755,,ptd 210,2,,,,,
,1Z4785W00391266110,,ptd 210,2,,,,,
,1Z4785W00391249960,,ptd 210,2,,,,,
,1Z4785W00391250029,,ptd 210,2,,,,,
,1Z4785W00391250029,,ptd 210,2,,,,,
,1Z4785W00391266049,,ptd 210,2,,,,,
,1Z4785W00391249871,,ptd 210,2,,,,,
,1Z4785W00391250145,,ptd 210,2,,,,,
,1Z4785W00391250109,,ptd 210,2,,,,,
,1Z4785W00391250190,,ptd 210,2,,,,,
,1Z4785W00391250181,,ptd 210,2,,,,,
,1Z4785W00391250225,,ptd 210,2,,,,,
,1Z4785W00391249933,,ptd 210,2,,,,,
,1Z4785W00391265835,,ptd 210,2,,,,,
,1Z4785W00391265997,,ptd 210,2,,,,,
,1Z4785W00391266067,,ptd 210,2,,,,,
,1ZA1690V0350028076,,ptd 210,2,,,,,
,1Z4785W00391266174,,ptd 210,2,,,,,
,1ZA1690V0350027728,,ptd 210,2,,,,,
,1Z4785W00391250001,,ptd 210,2,,,,,
,1Z4785W00391250216,,ptd 210,2,,,,,
,1Z4785W00391250529,,ptd 210,2,,,,,
,1Z4785W00391250449,,ptd 210,2,,,,,
,1Z4785W00391250083,,ptd 210,2,,,,,
,1Z4785W00391266094,,ptd 210,2,,,,,
,1Z4785W00391265960,,ptd 210,2,,,,,
,1Z4785W00391265880,,ptd 210,2,,,,,
,1Z4785W00391249586,,ptd 210,1,,,,,
,1Z4785W00391266165,,ptd 210,2,,,,,
,1Z4785W00391250501,,ptd 210,2,,,,,
,1Z4785W00391250154,,ptd 210,2,,,,,
,1Z4785W00391249826,,ptd 210,2,,,,,
,1ZA1690V0350027951,,ptd 210,2,,,,,
,1Z4785W00391250369,,ptd 210,2,,,,,
,1Z4785W00391265933,,ptd 210,2,,,,,
,1Z4785W00391250547,,ptd 210,2,,,,,
,1Z4785W00391266101,,ptd 210,2,,,,,
,1Z4785W00391266192,,ptd 210,2,,,,,
,1Z4785W00391250092,,ptd 210,2,,,,,
,1Z4785W00391250421,,ptd 210,2,,,,,
,1Z4785W00391265853,,ptd 210,2,,,,,
,1Z4785W00391266209,,ptd 210,2,,,,,
,1Z4785W00391250592,,ptd 210,2,,,,,
,1Z4785W00391266085,,ptd 210,2,,,,,
,1Z4785W00391266021,,ptd 210,2,,,,,
,1Z4785W00391250609,,ptd 210,2,,,,,
,1Z4785W00391266129,,ptd 210,2,,,,,
,1Z4785W00391266147,,ptd 210,2,,,,,
,1Z4785W00391250298,,ptd 210,2,,,,,
,1Z4785W00391250314,,ptd 210,2,,,,,
,1Z4785W00391265700,,ptd 210,2,,,,,
,1Z4785W00391250289,,ptd 210,2,,,,,
,1Z4785W00391249880,,ptd 210,2,,,,,
,1Z4785W00391265844,,ptd 210,2,,,,,
,1Z4785W00391249844,,ptd 210,2,,,,,
,1Z4785W00391266030,,ptd 210,2,,,,,
,1Z4785W00391265924,,ptd 210,2,,,,,
,1ZA1690V0350027657,,ptd 210,2,,,,,
,1Z4785W00391265951,,ptd 210,2,,,,,
,1Z4785W00391250476,,ptd 210,2,,,,,
,1Z4785W00391250538,,ptd 210,2,,,,,
,1Z4785W00391265728,,ptd 210,2,,,,,
,1Z4785W00391250010,,ptd 210,2,,,,,
,1Z4785W00391250510,,ptd 210,2,,,,,
,1Z4785W00391250172,,ptd 210,2,,,,,
,1Z4785W00391250234,,ptd 210,2,,,,,
,1Z4785W00391249899,,ptd 210,2,,,,,
,1ZA1690V0350027979,,ptd 210,2,,,,,
,1Z4785W00391250467,,ptd 210,2,,,,,
,1Z4785W00391321809,,ptd 210,2,,,,,
,1Z4785W00391250270,,ptd 210,2,,,,,
,,,ptd 210,2,,,,,
,,,ptd 210,2,,,,,
,,,ptd 210,2,,,,,
,,,ptd 210,2,,,,,
,,,ptd 210,2,,,,,
,,,ptd 210,2,,,,,
,,,ptd 210,2,,,,,
,,,ptd 210,2,,,,,
,,,ptd 210,2,,,,,
,,,ptd 210,2,,,,,
,1ZV7855E0340072780,,g600,1,,,,,
,,887276201597,samung 500c13,1,,,,,
,1ZW49024YW54523073,884116275664,dell i3567-5664blk,1,,,,,
,1ZW490240353935833,,g402,1,,,,,
,,,g502,1,,,,,
,1ZA407020307091932,,g403,1,,,,,
,1Z4785W00391242010,,m325,4,,,,,
,1Z4785W00391241842,,m325,4,,,,,
,1Z4785W00391257148,,m325,4,,,,,
,1Z4785W00391257693,,m325,4,,,,,
,1Z4785W00391259388,,m325,4,,,,,
,1Z4785W00391242298,,m325,4,,,,,
,1Z4785W00391241762,,m325,4,,,,,
,1Z4785W00391261008,,m325,4,,,,,
,1Z4785W00391241860,,m325,4,,,,,
,1ZV7855E0339982693,,g600,1,,,,,
,,887276201597,samung 500c13,1,,,,,
,1ZV7855E0340022468,,g600,1,,,,,
,1ZA1690V0350179289,191628189380,hp 15-cc563st,1,,,,,
,1Z4785W00391296472,191628189380,hp 15-cc563st,1,,,,,
,1ZE194580318365494,,batman,3,,,,,
,,,persona ps4,3,,,,,
,,,xboxone fracitured whole,3,,,,,
,,,mincraft swith,3,,,,,
,1ZW49024YN54113184,,g402,1,,,,,
,1ZR2A198YW10129036,,g403,1,,,,,
,,,g502,1,,,,,
,1Z7270820343258200,,clothes,,,,,,
,1ZA407020307102063,,ps4,1,,,,,
,1ZW2208W0389738841,,ps4 1tb pro,1,,,,,
,1ZY1856V0328945793,,philip sonicare,9,,,,,
,1ZY1856V0328968303,,philip sonicare,9,,,,,
,1ZY8A3940318203416,amamzon new,xbxone 1tb blk,2,,,,,
,1Z4785W00391296703,191628189380,hp 15-cc563st,1,,,,,
,1Z4E35560301565102,,m325,12,,,,,
,1ZV7855E0340090144,,g600,1,,,,,
,,887276201597,samung 500c13,1,,,,,
,1ZF6Y063YW10132625,,g502,1,,,,,
,,,g403,1,,,,,
,1Z4785W00391297195,191628189380,hp 15-cc563st,1,,,,,
,1Z4785W00391257022,,m325,4,,,,,
,1ZW49024YW54536630,884116275664,dell i3567-5664blk,1,,,,,
,1ZV7855E0340085105,,g600,1,,,,,
,,887276201597,samung 500c13,1,,,,,
,1Z4E37X00302406913,889842181548,xboxone forza3,3,,,,,
,1Z602A6X0333759083,,philip sonicare,9,,,,,
,1Z4E37X00302405585,889842181548,xboxone forza3,3,,,,,
,1ZW49024YW54519944,884116275664,dell i3567-5664blk,1,,,,,
,1Z4E35560301565095,,ptd 210,2,,,,,
,,,m325,3,,,,,
,1Z4E35560301563266,,m325,3,,,,,
,1Z933E6V0313336617,,xbxoone overwatvh,3,,,,,
,1Z933E6V0313327547,,xbxoone overwatvh,3,,,,,
,1ZY8A3940318203381,amamzon new,xbxoone 1tb blk,1,,,,,
,1ZE194580318361925,,philip sonicare,6,,,,,
,1Z4E37X00302407823,889842181548,xboxone forza3,3,,,,,
,1Z4E37X00302402828,889842181548,xboxone forza3,3,,,,,
,1Z9Y97F00303831477,amamzon new,xbxoone 1tb blk,1,,,,,
,yuhan,,nitedo swith blue red,11,,,,,
,,,nitendo gray,1,,,,,
,9622080430000058189800788602894697,,swith lego city,2,,,,,
,9622080430000058189800788602842108,,swith lego city,2,,,,,
,9622080430000058189800788602938760,,swith lego city,1,,,,,
,9622080430000058189800788602903640,,swith lego city,2,,,,,
,9622080430000058137200788575121905,,ps4 lego super mario,2,,,,,
,9612015985222675929727,,xboxone madden18,8,,,,,
,,,xboxone fifa18,8,,,,,
,,,xboxone overwatch,8,,,,,
,,,ps4 madden 18,7,少了一个,,,,
,,,ps4 overwatch,7,少了一个,,,,
,9622080430000058190200788594118087,,nitendo 2ds,1,,,,,
,9622080430000048846600788512176344,,nitendo 2ds,1,,,,,
,9612015985222675895466,,ps4 fifa18,12,,,,,
,,,xboxone fifa 18,12,,,,,
,9622080430008709150000740094347481,,ps4,1,,,,,
,9612015985222675929468,,xboxone fifa18,8,,,,,
,,,ps4 madden 18,8,,,,,
,,,xboxone overwatch,8,,,,,
,9632080060870261004400788556672433,711719509226,ps4 vr,5,,,,,
,420197019361289681090308129199,,lego 21309,1,,,,,
,420197019361289681090308141160,,lego 21309,1,,,,,
,420197019405511898666808577254,,lego deluxe,2,,,,,
,420197019405511898666806025771,,swith lego city,2,,,,,
,4201970192055901795907812518621055,887276201597,samung 500c13,1,,,,,
,420197019361289681090308941937,97855128485,wonderboom ears,2,,,,,
,420197019361289681090308098754,,lego 21309,1,,,,,
,1Z4785W00391242261,,m325,4,,,,,
,1Z4785W00391261133,,m325,4,,,,,
,1Z4785W00391257782,,m325,4,,,,,
,1Z4785W00391258165,,m325,4,,,,,
,1Z4785W00391241995,,m325,4,,,,,
,1Z4785W00391242458,,m325,4,,,,,
,1Z4785W00391242252,,m325,4,,,,,
,1Z4785W00391242056,,m325,4,,,,,
,1Z4785W00391242225,,m325,4,,,,,
,1Z4785W00391260965,,m325,4,,,,,
,1Z4785W00391241904,,m325,4,,,,,
,1Z4785W00391242154,,m325,4,,,,,
,1Z4785W00391242341,,m325,4,,,,,
,1Z4785W00391241824,,m325,4,,,,,
,1Z4785W00391261179,,m325,4,,,,,
,1Z4785W00391261286,,m325,4,,,,,
,1Z4785W00391241986,,m325,4,,,,,
,1Z4785W00391260429,,m325,4,,,,,
,1Z4785W00391242029,,m325,4,,,,,
,1Z4785W00391241922,,m325,4,,,,,
,1Z4785W00391242047,,m325,4,,,,,
,1Z4785W00391242001,,m325,4,,,,,
,1Z4785W00391242207,,m325,4,,,,,
,1Z4785W00391241744,,m325,4,,,,,
,1Z4785W00391242332,,m325,4,,,,,
,1Z4785W00391261071,,m325,4,,,,,
,1Z4785W00391261204,,m325,4,,,,,
,1Z4785W00391261277,,m325,4,,,,,
,1Z4785W00391241851,,m325,4,,,,,
,1Z4785W00391260974,,m325,4,,,,,
,1Z4785W00391241940,,m325,4,,,,,
,1Z4785W00391242289,,m325,4,,,,,
,1Z4785W00391242421,,m325,4,,,,,
,1Z4785W00391242387,,m325,4,,,,,
,1Z4785W00391242378,,m325,4,,,,,
,1Z4785W00391261099,,m325,4,,,,,
,1Z4785W00391241655,,m325,4,,,,,
,1Z4785W00391261044,,m325,4,,,,,
,1Z4785W00391241897,,m325,4,,,,,
,1Z4785W00391241717,,m325,4,,,,,
,1Z4785W00391257951,,m325,4,,,,,
,1Z4785W00391242270,,m325,4,,,,,
,1Z4785W00391242369,,m325,4,,,,,
,1Z4785W00391241780,,m325,4,,,,,
,1Z4785W00391242314,,m325,4,,,,,
,1Z4785W00391241673,,m325,4,,,,,
,1Z4785W00391241888,,m325,4,,,,,
,1Z4785W00391242136,,m325,4,,,,,
,1Z4785W00391241646,,m325,4,,,,,
,1Z4785W00391241977,,m325,4,,,,,
,1Z4785W00391241682,,m325,4,,,,,
,1Z4785W00391242145,,m325,4,,,,,
,1Z4785W00391242190,,m325,4,,,,,
,1Z4785W00391242038,,m325,4,,,,,
,1Z4785W00391242234,,m325,4,,,,,
,1Z4785W00391257237,,m325,4,,,,,
,1Z4785W00391242350,,m325,4,,,,,
,1Z4785W00391261080,,m325,4,,,,,
,1Z4785W00391242396,,m325,4,,,,,
,1Z4785W00391242163,,m325,4,,,,,
,1Z4785W00391261222,,m325,4,,,,,
,1Z4785W00391242323,,m325,4,,,,,
,1Z4785W00391261106,,m325,4,,,,,
,1Z4785W00391321390,,m325,4,,,,,
,1Z4785W00391241771,,m325,4,,,,,
,1Z4785W00391241913,,m325,4,,,,,
,1Z4785W00391241691,,m325,4,,,,,
,1Z4785W00391241726,,m325,4,,,,,
,1Z4785W00391241799,,m325,4,,,,,
,1Z4785W00391241879,,m325,4,,,,,
,1Z4785W00391241931,,m325,4,,,,,
,1Z4785W00391241753,,m325,4,,,,,
,1Z4785W00391261142,,m325,4,,,,,
,1Z4785W00391241968,,m325,4,,,,,
,1Z4785W00391242243,,m325,4,,,,,
,1Z4785W00391260796,,m325,4,,,,,
,1Z4785W00391260992,,m325,4,,,,,
,1Z4785W00391242127,,m325,4,,,,,
,1Z4785W00391261188,,m325,4,,,,,
,1Z4785W00391241566,,m325,4,,,,,
,1Z4785W00391261231,,m325,4,,,,,
,1Z4785W00391242074,,m325,4,,,,,
,1Z4785W00391241664,,m325,4,,,,,
,1Z4785W00391242065,,m325,4,,,,,
,1Z4785W00391261062,,m325,4,,,,,
,1Z4785W00391261160,,m325,4,,,,,
,1Z4785W00391242109,,m325,4,,,,,
,1Z4785W00391261115,,m325,4,,,,,
,1Z4785W00391257120,,m325,4,,,,,
,1Z4785W00391242083,,m325,4,,,,,
,1Z4785W00391261017,,m325,4,,,,,
,1Z4785W00391261151,,m325,4,,,,,
,1Z4785W00391242172,,m325,4,,,,,
,1Z4785W00391241833,,m325,4,,,,,
,1Z4785W00391242403,,m325,4,,,,,
,1Z4785W00391241637,,m325,4,,,,,
,1Z4785W00391242412,,m325,4,,,,,
,1Z4785W00391257906,,m325,4,,,,,
,1Z4785W00391242305,,m325,4,,,,,
,1Z4785W00391241619,,m325,4,,,,,
,1Z4785W00391242216,,m325,4,,,,,
,1Z4785W00391260438,,m325,4,,,,,
,1Z4785W00391260581,,m325,4,,,,,
,1Z4785W00391241708,,m325,4,,,,,
,1Z4785W00391241600,,m325,4,,,,,
,1Z4785W00391242092,,m325,4,,,,,
,1Z4785W00391241806,,m325,4,,,,,
,1Z4785W00391242449,,m325,4,,,,,
,1Z4785W00391260983,,m325,4,,,,,
,1Z4785W00391242181,,m325,4,,,,,
,1Z4785W00391242430,,m325,4,,,,,
,1Z4785W00391261268,,m325,4,,,,,
,1Z4785W00391241815,,m325,4,,,,,
,1Z4785W00391261259,,m325,4,,,,,
,1Z4785W00391241735,,m325,4,,,,,
,1ZR33F09YW10115016,,g502,1,,,,,
,,,g402,1,,,,,
,,,g403,1,,,,,
,1ZF8126YYW10138513,,g502,1,,,,,
,,,g402,1,,,,,
,,,g403,1,,,,,
,1ZV7855EYW40381662,884116275664,dell i3567-5664 blk,1,,,,,
,1ZV7855E0340612348,,g600,1,,,,,
,,,lenovo 120s-11iap,1,,,,,
,1ZV7855EYW40321093,884116275664,dell i3567-5664 blk,1,,,,,
,1ZA1690V0350192022,191628189380,hp 15-cc563st,1,,,,,
,1Z4785W00391307790,191628189380,hp 15-cc563st,1,,,,,
,1Z4785W00391297131,191628189380,hp 15-cc563st,1,,,,,
,1Z4785W00391296936,191628189380,hp 15-cc563st,1,,,,,
,1Z4785W00391250494,,ptd 210,2,,,,,
,1ZV7855EYW40382607,884116275664,dell i3567-5664 blk,1,,,,,
,1Z4785W00391250118,,ptd 210,2,,,,,
,9200199799676925756330,,g403,1,,,,,
,1zr3245xyw10126504,,g502,1,,,,,
,,,g403,1,,,,,
,1ZR31823YW10122642,,g502,1,,,,,
,,,g402,1,,,,,
,,,g403,1,,,,,
,1ZW85R210355146936,amamzon new,dell s2817q,2,,,,,
,1ZW85R210355146909,amamzon new,dell s2817q,2,,,,,
,1Z4785W00391265737,,ptd 210,2,,,,,
,420197019361289681090308613902,,lego 21309,1,,,,,
,1ZV7855E0340341211,,g600,1,,,,,
,,,samung 500c13-s03,1,,,,,
,4201970192001901795900800429506893,,g402,1,,,,,
,420197019405511898666800573759,,lego deluxe dics,1,,,,,
,420197019405511898666800556684,,lego deluxe dics,2,,,,,
,420197019405511898666800360601,,ps4 super hearo,2,,,,,
,1ZA1690V0350028405,,ptd 210,2,,,,,
,1ZA1690V0350028709,,ptd 210,2,,,,,
,420197019361289681090308135602,,lego 21309,1,,,,,
,1ZV7855E0340342014,,samung 500c13-s03,2,,,,,
,,,lenovo 120s-11iap,1,,,,,
,,,g600,1,,,,,
,420197019361289681090308314007,,ptd 210,2,,,,,
,,,ps4 ninjago,3,,,,,
,,,xboxone ninjago,3,,,,,
,,,swith ninjago,3,,,,,
,,,swith monopoly,3,,,,,
,1ZW49024YN54112970,,g 402,1,,,,,
,420197019405511898666800376053,,lego deluxe dics,2,,,,,
,1ZA1690V0350028165,,ptd 210,2,,,,,
,1ZW227170327654830,,ps4 pro 1tb,1,,,,,
,420197019405511898666800519689,,xboxone lego super hero,2,,,,,
,420197019405511898666800149862,,swith fifa18,2,,,,,
,420197019405511898666800362308,,ps4 super hearo,2,,,,,
,420197019405511898666806205586,,swith fifa18,2,,,,,
,420197019405511898666806094906,,swith lego city,2,,,,,
,420197019405511898666800725769,,swith super hero,2,,,,,
,420197019405511898666800750730,,ps4 super hearo,1,,,,,
,420197019405511898666800950246,,swith fifa18,2,,,,,
,420197019405511898666800700216,,swith lego city,1,,,,,
,420197019405511898666800631718,,swith fifa18,2,,,,,
,420197019405511898666800952738,,swith fifa18,2,,,,,
,420197019405511898666800705242,,swith lego city,2,,,,,
,420197019405511898666808590512,,lego deluxe,1,,,,,
,420197019405511898666800364678,,swith lego super hero,2,,,,,
,420197019405511898666800771520,,ps4 super hearo,2,,,,,
,420197019405511898666800313966,,ps4 super hearo,2,,,,,
,420197019405511898666806833598,,swith lego city,2,,,,,
,420197019405511898666806831136,,swith lego city,2,,,,,
,420197019405511898666800149183,,swith fifa18,2,,,,,
,420197019405511898666806836865,,swith lego city,2,,,,,
,420197019405511898666800146717,,swith lego city,2,,,,,
,420197019405511898666808523848,,lego deluxe,1,,,,,
,420197019405511898666806091684,,swith lego city,2,,,,,
,420197019405511898666806331087,,swith lego city,2,,,,,
,420197019405511898666800129314,,swith fifa18,2,,,,,
,420197019405511898666806838104,,swith lego city,2,,,,,
,420197019405511898666800491930,,swith fifa18,2,,,,,
,420197019405511898666800799623,,ps4 super hearo,2,,,,,
,420197019405511898666800740274,,swith lego super hero,2,,,,,
,420197019405511898666808994754,,lego deluxe,1,,,,,
,420197019405511898666806816386,,swith lego city,2,,,,,
,420197019405511898666806837671,,swith lego city,2,,,,,
,420197019405511898666806817406,,swith lego city,2,,,,,
,420197019405511898666806831860,,swith lego city,2,,,,,
,420197019200199799640626081671,,g 403,1,,,,,
,420197019405511898666800364098,,2ds blue,1,,,,,
,1Z4785W00391241628,,m325,4,,,,,
,1Z4785W00391242118,,m325,4,,,11,883929597802,14
,1ZW49024YN54113175,,g402,1,,,,883929597833,3
,1ZW490240353990649,,g402,1,,,,883929597826,3
,,,g502,1,,,,883929597840,3
,9200199799640626137477,,g502,1,,,,883929597819,4
,9200199799676925810049,,g502,1,,,,887256032043,3
,1001910523320001970100737737015510,,ps4,3,,,,883929598502,4
,1001910523320001970100737737015278,,ps4,2,,,,883929598496,5
,1001910523320001970100737737015197,,ps4,3,,,,883929580224,19
,1001910523320001970100737737015602,,ps4,3,,,,o14633738230,15
,1zw8f7510256173307,,ysl rogue 45,2,,,,883929597796,2
,1Z9714R40325509652,814855023271,lancehead mouse,1,,,,,
错了到熊总那边,9361289681090304795268,,anvoa culinary sou vide,5,,,,,
,,,,,,,,,
11/28,1Z1836810321143382,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321143328,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321143364,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321143319,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321143337,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321143355,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321143373,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321143293,887276237367,samung 500c13-s02,1,,,,,
,1Z4785W00391260483,,m325,4,,,,,
,1Z306AY11336712908,,philip sonicare ,6,,,,,
,1ZV7855E0340628171,,g600,1,,,,,
,,,lenovo120-sap,1,,,,,
,1ZV7855EYW40238040,884116275664,dell i3567-5664 blk,1,,,,,
,1ZR3A930YW10112057,,philip sonicare ,1,,,,,
,1ZW490240354341428,,g402,1,,,,,
,,,samung k03,1,,,,,
,1Z4E35560301577939,,ptd210,2,,,,,
,,,m325,6,,,,,
,1Z4E35560301577911,,ptd210,2,,,,,
,,,m325,3,,,,,
,1ZA40696YW19775348,884116275664,dell i3567-5664 blk,1,,,,,
,1ZV7855EYW40319202,884116275664,dell i3567-5664 blk,1,,,,,
,1Z9R42X40330711567,,ptd210,2,,,,,
,1ZV7855EYW40280057,884116275664,dell i3567-5664 blk,1,,,,,
,1ZV7855EYW40416151,884116275664,dell i3567-5664 blk,1,,,,,
,1ZWF2547YW87938629,,g402,1,,,,,
,,,lenovo120-sap,1,,,,,
,1ZV7855EYW40413298,884116275664,dell i3567-5664 blk,1,,,,,
,1ZV7855E0340644984,,g600,1,,,,,
,,,lenovo120-111ap,1,,,,,
,1ZV7855EYW40404057,192018171138,hp 17bs049dx,1,,,,,
,1ZV7855EYW40344103,884116275664,dell i3567-5664 blk,1,,,,,
,1ZV7855EYW40377284,884116275664,dell i3567-5664 blk,1,,,,,
,1Z30Y83W0301593537,,philip sonucare,9,,,,,
,1Z5R74F80303710679,,ps4 ,3,,,,,
,1ZF8Y053YW10124284,,g403,1,,,,,
,,,g402,1,,,,,
,,,g502,1,,,,,
,1ZW494600355988789,,g402,1,,,,,
,1ZV7855E0340414213,,g600,1,,,,,
,,,lenovo120-111ap,1,,,,,
,,192018171138,hp 17bs049dx,1,,,,,
,,,samung s03,1,,,,,
,1ZWF2547YW87981760,,g402,1,,,,,
,,,lenovo120-111ap,1,,,,,
,1ZV7855EYW40280619,884116275664,dell i3567-5664 blk,1,,,,,
